Timestamp_Min,Downlink_Throughput_Mbps,Uplink_Throughput_Mbps,Active_Users,Energy_Consumption_Watt,QoS_Drop_Rate_Fraction,External_Temp_C
1067,303.8,59.3,102,1820.5,0.0005,24.7
1068,309.8,62.4,95,1861.5,0.0003,24.7
1069,312.3,63.5,111,1910.9,0.0009,24.6
1070,296.8,58.5,95,1846.2,0.0006,24.6
1071,315.5,63.6,105,1880.2,0.0002,24.6
1072,309.6,60.1,97,1846.6,0.0002,24.6
1073,314.9,62.9,103,1851.8,0.0003,24.6
1074,302.0,61.5,106,1858.3,0.0008,24.6
1075,290.0,58.7,102,1804.5,0.0009,24.5
1076,319.2,63.9,105,1874.7,0.0008,24.5
1077,296.9,58.6,97,1825.9,0.0006,24.5
1078,289.0,57.9,96,1799.0,0.0009,24.5
1079,294.5,58.9,107,1822.6,0.001,24.5
1080,311.4,62.4,96,1825.7,0.0007,24.5
1081,313.6,61.0,106,1904.8,0.0003,24.4
1082,283.7,57.7,103,1791.9,0.0003,24.4
1083,284.9,57.9,94,1793.3,0.0008,24.4
1084,307.8,61.5,109,1868.3,0.0007,24.4
1085,277.1,53.6,96,1794.1,0.0004,24.4
1086,289.7,57.8,98,1763.3,0.0008,24.4
1087,297.2,59.2,99,1848.5,0.0008,24.4
1088,304.9,60.5,108,1885.3,0.0004,24.3
1089,291.6,57.1,101,1807.1,0.0007,24.3
1090,307.1,60.4,112,1896.7,0.0007,24.3
1091,291.0,60.3,103,1812.3,0.0008,24.3
1092,298.1,58.9,98,1811.3,0.0002,24.3
1093,289.2,58.8,94,1815.4,0.0009,24.3
1094,298.8,60.8,101,1837.7,0.0001,24.3
1095,265.2,55.2,93,1743.0,0.0003,24.2
1096,285.9,56.6,100,1777.4,0.0006,24.2
1097,278.2,55.5,94,1766.9,0.0009,24.2
1098,275.9,56.9,86,1738.7,0.0009,24.2
1099,271.5,54.1,99,1803.1,0.0004,24.2
1100,292.8,58.9,103,1817.8,0.0009,24.2
1101,282.1,55.8,91,1748.5,0.0005,24.2
1102,276.9,55.4,93,1741.5,0.0003,24.1
1103,287.8,57.9,93,1812.5,0.0006,24.1
1104,287.6,58.5,97,1802.4,0.0009,24.1
1105,269.2,54.4,102,1733.0,0.0007,24.1
1106,282.2,57.2,90,1787.6,0.0006,24.1
1107,308.4,61.8,103,1827.8,0.001,24.1
1108,283.4,56.3,89,1766.5,0.0001,24.1
1109,277.9,54.4,100,1766.5,0.0009,24.0
1110,287.3,56.8,85,1794.8,0.0004,24.0
1111,277.7,55.9,96,1755.7,0.0001,24.0
1112,289.0,58.4,96,1782.4,0.0003,24.0
1113,264.6,53.1,96,1755.4,0.0001,24.0
1114,257.5,52.0,85,1680.0,0.0008,24.0
1115,262.5,53.8,82,1754.5,0.0003,24.0
1116,259.0,51.7,93,1732.6,0.001,24.0
1117,257.7,51.7,89,1702.5,0.0003,23.9
1118,243.3,49.2,88,1656.9,0.0001,23.9
1119,248.1,50.1,80,1664.1,0.0002,23.9
1120,258.6,50.7,93,1719.2,0.0004,23.9
1121,235.9,48.1,74,1634.8,0.0001,23.9
1122,263.1,53.5,89,1701.4,0.0003,23.9
1123,242.3,48.9,78,1620.3,0.0003,23.9
1124,253.6,51.5,77,1681.2,0.0004,23.9
1125,253.2,51.8,83,1707.9,0.0007,23.8
1126,235.8,47.4,83,1645.6,0.0009,23.8
1127,224.5,43.5,70,1587.6,0.0008,23.8
1128,243.6,47.5,76,1667.8,0.0009,23.8
1129,240.5,47.8,79,1611.5,0.0004,23.8
1130,237.4,48.0,80,1665.0,0.0001,23.8
1131,254.7,51.1,87,1709.5,0.0003,23.8
1132,250.3,50.3,90,1670.1,0.0009,23.8
1133,245.9,48.8,87,1672.6,0.0006,23.7
1134,251.4,49.5,79,1685.5,0.0003,23.7
1135,243.4,49.0,73,1647.8,0.0006,23.7
1136,232.8,46.3,73,1589.7,0.0008,23.7
1137,236.3,46.5,81,1599.9,0.0001,23.7
1138,241.4,46.7,79,1668.2,0.0009,23.7
1139,243.7,49.7,87,1636.1,0.0007,23.7
1140,225.1,43.7,86,1599.6,0.0005,23.7
1141,229.2,44.2,71,1608.8,0.0007,23.7
1142,237.2,46.8,74,1602.9,0.0004,23.6
1143,226.0,44.6,79,1596.7,0.0001,23.6
1144,221.8,43.9,67,1585.2,0.0008,23.6
1145,226.6,45.7,74,1590.0,0.0006,23.6
1146,222.9,44.8,71,1598.8,0.0002,23.6
1147,226.6,45.9,81,1641.9,0.001,23.6
1148,222.9,42.6,74,1556.0,0.0009,23.6
1149,215.1,44.1,67,1605.7,0.0003,23.6
1150,241.5,48.9,79,1636.9,0.0004,23.6
1151,219.1,43.6,82,1581.9,0.0007,23.6
1152,230.5,46.1,70,1593.2,0.0001,23.5
1153,213.3,43.6,79,1558.6,0.0005,23.5
1154,231.2,47.8,82,1654.4,0.001,23.5
1155,223.0,43.8,69,1556.7,0.0006,23.5
1156,219.2,43.3,79,1605.8,0.0009,23.5
1157,210.3,44.1,68,1546.3,0.0008,23.5
1158,207.7,41.4,73,1562.4,0.0009,23.5
1159,215.8,43.4,77,1569.5,0.0001,23.5
1160,211.3,41.4,71,1516.4,0.0001,23.5
1161,205.7,42.1,65,1559.2,0.0004,23.5
1162,198.8,39.4,60,1519.2,0.0007,23.5
1163,222.7,45.0,81,1606.4,0.0003,23.4
1164,223.0,45.5,74,1588.2,0.0004,23.4
1165,207.1,42.1,66,1580.7,0.0006,23.4
1166,197.6,39.3,65,1519.1,0.0007,23.4
1167,198.2,39.3,68,1531.9,0.0001,23.4
1168,207.2,42.3,71,1530.8,0.0009,23.4
1169,216.1,42.7,67,1606.4,0.0006,23.4
1170,201.1,39.9,68,1504.2,0.0003,23.4
1171,210.5,42.2,74,1577.4,0.0005,23.4
1172,198.5,39.6,66,1520.5,0.0004,23.4
1173,204.7,40.8,67,1522.8,0.0006,23.4
1174,213.9,43.0,67,1525.3,0.0006,23.3
1175,191.3,38.6,61,1478.6,0.0003,23.3
1176,203.0,42.7,68,1533.9,0.0009,23.3
1177,219.0,43.4,67,1595.6,0.0004,23.3
1178,201.5,36.9,69,1475.6,0.0009,23.3
1179,200.6,38.0,72,1571.6,0.0001,23.3
1180,195.5,38.7,64,1513.3,0.0008,23.3
1181,218.1,42.8,67,1579.5,0.0005,23.3
1182,202.0,40.3,71,1538.3,0.0007,23.3
1183,182.4,37.9,71,1488.8,0.0001,23.3
1184,177.8,36.5,66,1481.0,0.0006,23.3
1185,176.8,35.3,55,1440.7,0.0003,23.3
1186,180.5,36.3,61,1448.8,0.0009,23.3
1187,182.0,37.4,63,1428.0,0.0001,23.3
1188,181.3,34.5,55,1442.6,0.0007,23.2
1189,192.9,38.8,57,1507.6,0.0007,23.2
1190,169.0,33.1,55,1412.8,0.0008,23.2
1191,186.9,36.9,66,1495.9,0.0005,23.2
1192,168.6,33.9,57,1438.8,0.0004,23.2
1193,182.7,35.1,59,1460.3,0.0002,23.2
1194,167.8,33.1,58,1401.7,0.0002,23.2
1195,184.1,35.1,62,1466.9,0.0004,23.2
1196,176.4,34.0,61,1461.0,0.0008,23.2
1197,159.1,31.3,52,1405.8,0.0003,23.2
1198,178.4,35.1,60,1451.3,0.0003,23.2
1199,161.7,32.2,56,1430.9,0.0001,23.2
1200,181.0,35.3,47,1453.7,0.0009,23.2
1201,174.8,34.5,65,1464.0,0.0003,23.2
1202,176.3,34.5,57,1429.9,0.0001,23.2
1203,190.8,36.9,67,1499.5,0.0008,23.2
1204,165.5,34.5,52,1407.0,0.0005,23.1
1205,173.6,35.7,62,1460.8,0.0005,23.1
1206,161.7,30.9,54,1419.5,0.0006,23.1
1207,163.6,33.3,58,1390.1,0.0002,23.1
1208,165.1,32.1,62,1395.3,0.0004,23.1
1209,174.4,34.4,63,1440.8,0.0001,23.1
1210,186.4,38.4,62,1510.4,0.0001,23.1
1211,172.8,33.9,54,1452.0,0.0004,23.1
1212,168.3,33.5,52,1399.6,0.0005,23.1
1213,142.6,28.4,43,1300.0,0.0005,23.1
1214,168.1,36.4,51,1443.4,0.0003,23.1
1215,184.9,36.5,63,1476.5,0.0003,23.1
1216,148.2,27.8,47,1306.9,0.0003,23.1
1217,180.9,35.6,60,1414.7,0.0001,23.1
1218,150.2,32.4,48,1404.6,0.0007,23.1
1219,173.1,34.2,61,1436.8,0.0005,23.1
1220,156.5,30.3,54,1397.4,0.0004,23.1
1221,157.5,31.4,52,1371.4,0.001,23.1
1222,158.9,31.3,51,1446.3,0.0001,23.1
1223,140.3,27.7,39,1315.9,0.0009,23.1
1224,158.4,31.3,59,1377.3,0.0008,23.1
1225,147.5,28.0,55,1403.5,0.0005,23.1
1226,164.3,32.6,61,1433.0,0.0002,23.1
1227,152.7,30.8,49,1381.5,0.0002,23.1
1228,146.8,28.6,45,1367.8,0.0007,23.0
1229,157.6,31.5,53,1379.0,0.0002,23.0
1230,151.8,28.8,54,1384.7,0.0003,23.0
1231,145.0,29.3,47,1368.6,0.0008,23.0
1232,148.1,29.1,51,1376.1,0.0006,23.0
1233,153.1,31.3,52,1384.0,0.0002,23.0
1234,141.9,31.1,50,1359.2,0.0009,23.0
1235,141.0,28.8,43,1321.9,0.0008,23.0
1236,140.7,30.2,38,1334.4,0.0003,23.0
1237,159.2,31.4,54,1378.7,0.0008,23.0
1238,135.0,28.3,42,1315.2,0.0001,23.0
1239,142.0,28.9,53,1337.8,0.0007,23.0
1240,138.0,27.0,52,1329.2,0.0001,23.0
1241,127.7,26.2,44,1271.3,0.0005,23.0
1242,138.8,27.9,39,1290.1,0.0002,23.0
1243,141.2,28.1,40,1308.7,0.0003,23.0
1244,147.4,29.6,47,1305.9,0.0005,23.0
1245,144.7,29.0,43,1323.2,0.0009,23.0
1246,126.7,25.4,43,1346.5,0.0003,23.0
1247,138.6,29.4,38,1276.7,0.0008,23.0
1248,146.1,29.5,56,1369.3,0.0006,23.0
1249,122.2,25.1,44,1298.7,0.0009,23.0
1250,150.0,29.0,45,1393.4,0.0004,23.0
1251,122.7,25.8,43,1277.5,0.0007,23.0
1252,120.7,24.2,37,1301.5,0.0008,23.0
1253,146.7,29.3,48,1348.0,0.0004,23.0
1254,115.9,23.3,37,1250.0,0.0008,23.0
1255,140.4,27.4,46,1332.5,0.0003,23.0
1256,138.3,27.5,39,1303.8,0.0005,23.0
1257,112.2,21.8,32,1271.8,0.0004,23.0
1258,133.9,26.7,42,1316.4,0.0003,23.0
1259,127.2,26.3,42,1305.4,0.0005,23.0
1260,120.5,25.2,42,1267.9,0.0003,23.0
1261,131.5,26.6,44,1325.7,0.0005,23.0
1262,117.3,22.6,40,1246.6,0.0003,23.0
1263,117.0,22.2,44,1266.6,0.0007,23.0
1264,110.9,22.5,37,1236.0,0.0006,23.0
1265,121.3,23.6,38,1261.6,0.0002,23.0
1266,125.9,27.1,46,1326.6,0.0006,23.0
1267,135.8,27.2,43,1327.0,0.0007,23.0
1268,109.7,22.7,44,1233.0,0.0002,23.0
1269,110.7,22.5,36,1219.7,0.0009,23.0
1270,115.2,22.2,36,1256.4,0.0006,23.0
1271,102.9,18.8,31,1215.3,0.0007,23.0
1272,121.0,22.1,42,1254.5,0.0008,23.0
1273,119.0,24.6,39,1279.5,0.0009,23.0
1274,115.9,23.5,37,1289.5,0.0008,23.0
1275,125.6,26.1,42,1256.3,0.0002,23.0
1276,118.2,25.4,40,1270.9,0.0009,23.0
1277,109.6,25.5,34,1247.7,0.0007,23.0
1278,119.1,23.9,42,1266.0,0.0009,23.0
1279,115.7,23.2,33,1246.3,0.0001,23.0
1280,91.1,17.6,31,1220.4,0.0008,23.0
1281,117.8,24.2,38,1225.3,0.0005,23.0
1282,109.2,21.1,32,1229.1,0.0004,23.0
1283,114.2,23.1,38,1242.5,0.0001,23.0
1284,106.7,21.0,32,1238.9,0.0002,23.0
1285,90.7,18.1,40,1194.6,0.001,23.0
1286,101.2,21.2,28,1236.5,0.0003,23.0
1287,103.5,22.4,44,1230.7,0.0009,23.0
1288,105.9,20.6,39,1281.3,0.0004,23.0
1289,112.1,22.3,41,1250.6,0.0008,23.0
1290,101.8,20.0,42,1251.4,0.0004,23.0
1291,97.0,19.0,39,1229.9,0.0003,23.0
1292,103.4,21.0,41,1194.1,0.0005,23.0
1293,78.3,16.1,32,1114.9,0.0009,23.1
1294,100.7,19.0,27,1248.0,0.0003,23.1
1295,77.6,16.0,29,1148.4,0.0004,23.1
1296,89.6,18.0,26,1199.6,0.0003,23.1
1297,106.9,20.8,35,1234.6,0.0005,23.1
1298,93.8,19.5,23,1176.2,0.0003,23.1
1299,105.6,20.1,27,1193.5,0.0003,23.1
1300,90.9,19.6,37,1178.4,0.0002,23.1
1301,105.2,21.0,42,1271.0,0.0002,23.1
1302,87.9,16.7,41,1174.2,0.0007,23.1
1303,106.9,20.5,37,1242.5,0.0003,23.1
1304,90.1,18.5,24,1167.5,0.0005,23.1
1305,77.6,16.6,26,1159.6,0.0008,23.1
1306,90.6,19.4,26,1168.0,0.0003,23.1
1307,86.9,18.5,27,1165.9,0.0007,23.1
1308,86.6,16.1,29,1159.3,0.0002,23.1
1309,88.3,18.7,33,1159.2,0.001,23.1
1310,84.9,16.1,24,1153.2,0.0007,23.1
1311,84.5,17.5,22,1146.3,0.0004,23.1
1312,90.1,16.0,35,1170.8,0.0006,23.1
1313,80.5,17.7,29,1143.8,0.0002,23.1
1314,86.1,15.6,37,1167.6,0.0004,23.1
1315,90.5,18.6,42,1199.7,0.0002,23.1
1316,78.5,16.5,23,1153.1,0.0002,23.1
1317,90.0,17.5,28,1176.8,0.0009,23.2
1318,81.8,14.6,25,1097.9,0.0009,23.2
1319,80.8,16.1,37,1131.6,0.0007,23.2
1320,74.6,15.1,22,1114.4,0.0007,23.2
1321,73.2,15.0,30,1152.2,0.0009,23.2
1322,64.0,12.2,21,1102.6,0.0002,23.2
1323,88.7,15.8,31,1186.9,0.0004,23.2
1324,82.7,14.1,31,1157.6,0.0005,23.2
1325,71.6,13.6,22,1117.8,0.0005,23.2
1326,61.1,12.1,21,1083.3,0.0002,23.2
1327,76.4,16.1,36,1138.3,0.0005,23.2
1328,65.9,13.7,21,1083.7,0.001,23.2
1329,75.4,13.8,27,1140.3,0.0009,23.2
1330,86.2,17.6,19,1127.1,0.0002,23.2
1331,76.7,15.4,34,1126.2,0.0004,23.2
1332,87.6,16.8,33,1207.3,0.0008,23.2
1333,77.0,16.6,27,1144.4,0.0008,23.3
1334,75.6,15.1,27,1118.9,0.0008,23.3
1335,74.0,13.7,25,1144.8,0.0008,23.3
1336,55.8,12.0,34,1109.4,0.0008,23.3
1337,64.2,14.3,25,1109.8,0.0008,23.3
1338,70.2,13.0,22,1112.2,0.0003,23.3
1339,54.5,12.0,21,1068.7,0.0009,23.3
1340,65.1,11.4,26,1144.7,0.0009,23.3
1341,75.4,17.8,24,1120.6,0.0005,23.3
1342,81.4,14.5,30,1152.7,0.0008,23.3
1343,70.0,11.5,19,1133.5,0.0008,23.3
1344,54.0,12.3,19,1066.5,0.0006,23.3
1345,73.4,14.3,29,1195.5,0.001,23.3
1346,57.7,12.6,16,1053.2,0.0007,23.3
1347,71.8,13.8,22,1120.5,0.0005,23.4
1348,75.1,13.3,27,1148.4,0.0008,23.4
1349,64.1,11.1,14,1056.8,0.0007,23.4
1350,62.7,10.5,25,1090.1,0.0005,23.4
1351,51.3,8.5,25,1068.8,0.0003,23.4
1352,54.9,11.7,14,1050.3,0.0002,23.4
1353,67.8,14.2,24,1069.9,0.0004,23.4
1354,83.9,16.1,29,1162.0,0.0002,23.4
1355,69.2,13.6,28,1107.6,0.0001,23.4
1356,43.0,10.4,10,1016.5,0.0001,23.4
1357,58.1,12.6,28,1081.8,0.0003,23.4
1358,68.5,12.0,24,1135.7,0.001,23.5
1359,74.1,16.8,27,1101.3,0.0002,23.5
1360,43.4,9.0,10,1024.4,0.0006,23.5
1361,69.8,12.4,19,1112.8,0.0005,23.5
1362,59.1,12.0,27,1127.1,0.0001,23.5
1363,72.2,14.0,21,1093.0,0.0001,23.5
1364,63.7,10.9,17,1103.0,0.0009,23.5
1365,56.0,11.7,17,1068.9,0.0005,23.5
1366,56.4,12.4,19,1078.9,0.0002,23.5
1367,52.6,12.4,22,1086.6,0.0007,23.5
1368,70.4,14.5,21,1129.6,0.0003,23.5
1369,57.8,10.2,12,1060.6,0.0008,23.6
1370,61.4,11.0,15,1079.0,0.0001,23.6
1371,55.4,11.4,18,1061.4,0.0001,23.6
1372,78.4,16.3,22,1134.2,0.0008,23.6
1373,61.9,14.2,26,1133.2,0.0002,23.6
1374,55.8,13.0,20,1053.0,0.0009,23.6
1375,64.7,12.2,20,1094.3,0.0009,23.6
1376,60.4,13.3,14,1047.2,0.001,23.6
1377,71.9,14.7,28,1135.4,0.0007,23.6
1378,68.1,12.7,21,1091.3,0.0008,23.6
1379,68.6,14.3,30,1121.2,0.0003,23.7
1380,59.0,11.0,19,1082.4,0.0008,23.7
1381,61.8,12.6,23,1088.3,0.0003,23.7
1382,49.5,8.1,19,1067.6,0.0003,23.7
1383,65.8,13.2,18,1096.6,0.0008,23.7
1384,56.6,11.1,29,1097.5,0.0004,23.7
1385,67.8,14.0,21,1081.1,0.0002,23.7
1386,48.7,8.7,28,1070.8,0.0003,23.7
1387,58.7,13.0,28,1076.5,0.0003,23.7
1388,55.1,11.1,19,1060.3,0.0003,23.8
1389,53.2,10.6,12,1053.3,0.0001,23.8
1390,66.7,12.3,20,1152.3,0.0008,23.8
1391,68.5,11.1,15,1056.2,0.0009,23.8
1392,55.8,9.8,24,1044.1,0.001,23.8
1393,45.0,9.1,14,1039.9,0.0007,23.8
1394,40.5,9.2,13,1001.7,0.001,23.8
1395,44.8,8.4,10,1043.2,0.0008,23.8
1396,52.5,9.6,16,1037.8,0.0007,23.9
1397,46.2,10.6,17,1047.0,0.0006,23.9
1398,62.3,12.1,29,1107.9,0.0002,23.9
1399,59.1,11.4,26,1055.2,0.0001,23.9
1400,61.0,11.7,19,1086.6,0.001,23.9
1401,63.4,12.5,17,1076.4,0.0007,23.9
1402,53.5,11.4,13,1062.6,0.0007,23.9
1403,31.6,6.1,10,1010.4,0.0005,23.9
1404,53.0,11.8,12,1068.4,0.001,24.0
1405,55.2,12.8,23,1118.3,0.0007,24.0
1406,58.3,11.6,21,1035.0,0.0006,24.0
1407,42.3,10.3,12,1048.1,0.0002,24.0
1408,65.0,14.5,32,1127.6,0.0002,24.0
1409,56.6,10.1,11,1052.4,0.0008,24.0
1410,55.2,12.2,21,1090.4,0.0004,24.0
1411,61.5,11.8,20,1096.4,0.0003,24.0
1412,53.8,10.2,17,1079.6,0.0006,24.1
1413,55.9,11.8,20,1071.8,0.001,24.1
1414,51.0,11.7,10,1024.5,0.0008,24.1
1415,51.0,9.6,15,1033.3,0.0008,24.1
1416,38.9,8.7,18,1027.9,0.0008,24.1
1417,50.2,9.1,20,1055.1,0.0002,24.1
1418,57.4,9.8,20,1082.5,0.0002,24.1
1419,61.6,11.0,20,1094.9,0.0007,24.2
1420,59.3,12.5,21,1108.5,0.0001,24.2
1421,49.9,9.0,20,1035.6,0.0003,24.2
1422,53.5,10.4,15,1065.3,0.001,24.2
1423,68.5,12.4,26,1095.8,0.0004,24.2
1424,51.8,10.5,21,1063.7,0.0004,24.2
1425,57.6,12.1,27,1074.2,0.0006,24.2
1426,51.0,9.4,24,1023.9,0.0008,24.3
1427,59.8,10.3,18,1085.1,0.0003,24.3
1428,45.3,8.4,12,1055.1,0.0002,24.3
1429,63.5,11.0,18,1101.0,0.0003,24.3
1430,31.0,7.9,11,991.5,0.0005,24.3
1431,53.6,10.3,24,1071.4,0.0002,24.3
1432,47.6,8.4,16,1074.9,0.0004,24.3
1433,56.5,11.3,24,1092.6,0.0001,24.4
1434,58.4,13.8,19,1110.5,0.0003,24.4
1435,46.6,9.2,15,1010.2,0.0006,24.4
1436,48.7,10.2,18,1128.7,0.0008,24.4
1437,42.6,11.2,12,990.9,0.0007,24.4
1438,32.6,7.2,10,977.9,0.0002,24.4
1439,42.4,7.2,17,1024.3,0.0009,24.4
